Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq
work,population,382,7,1
work,crowd,382,230,2
class,population,105,7,1
class,crowd,105,230,1
population,crowd,7,230,1
crowd,street,230,297,2
street,alley,297,10,1
alley,heart,10,897,1
heart,petersburg,897,323,1
petersburg,type,323,39,1
street,figure,297,123,1
figure,queer,123,44,1
cause,surprise,243,347,2
bitterness,contempt,11,125,1
man,heart,2546,897,9
fastidiousness,youth,5,106,1
youth,mind,106,851,1
different,matter,259,609,21
matter,meet,609,508,3
meet,acquaintance,508,135,2
former,fellow,104,375,2
former,student,104,114,3
fellow,student,375,114,3
dislike,meeting,70,138,1
meeting,time,138,2625,1
drunken,man,90,2546,14
unknown,reason,67,479,14
huge,waggon,49,7,2
huge,drag,49,80,1
waggon,drag,7,80,1
heavy,dray,60,1,1
heavy,horse,60,133,1
dray,horse,1,133,1
horse,shout,133,407,1
drive,past,263,187,4
past,hey,187,24,1
german,hatter,111,1,1
german,bawling,111,2,1
hatter,bawling,1,2,1
bawling,top,2,81,1
top,voice,81,588,23
voice,point,588,586,2
young,stop,776,411,1
man,stop,2546,411,2
stop,clutch,411,61,1
tall,round,66,493,1
tall,hat,66,217,1
round,hat,493,217,10
round,zimmerman,493,1,1
hat,zimmerman,217,1,1
wear,rusty,214,2,1
rusty,age,2,157,1
age,torn,157,29,1
torn,bespatter,29,1,1
bespatter,brimless,1,1,1
brimless,bent,1,37,1
bent,side,37,427,1
fashion,shame,75,133,1
akin,terror,3,141,1
terror,overtake,141,32,1
mutter,confusion,297,91,2
stupid,thing,259,1295,11
trivial,detail,39,153,4
trivial,spoil,39,27,1
detail,spoil,153,27,1
spoil,plan,27,151,1
whole,plan,889,151,5
noticeable,look,13,2970,1
look,absurd,2970,109,1
wear,cap,214,87,2
cap,sort,87,699,1
sort,pancake,699,11,1
old,pancake,1356,11,1
grotesque,thing,14,1295,1
grotesque,nobody,14,58,1
thing,nobody,1295,58,1
thing,wear,1295,214,2
nobody,wear,58,214,1
wear,hat,214,217,3
notice,mile,475,41,1
possible,trifle,290,55,1
trifle,trifle,55,55,1
trifle,matter,55,609,4
trifle,ruin,55,138,1
ruin,everything,138,811,1
many,step,532,419,2
time,put,2625,1071,8
put,faith,1071,169,11
faith,dream,169,348,1
hideous,dare,34,326,1
hideous,recklessness,34,8,1
dare,recklessness,326,8,1
begin,look,1745,2970,31
spite,monologue,337,4,1
impotence,indecision,9,9,1
hideous,dream,34,348,3
dream,exploit,348,20,1
exploit,attempt,20,106,1
step,excitement,419,159,1
step,grow,419,343,1
excitement,grow,159,343,1
sinking,heart,10,897,8
nervous,tremor,102,16,1
huge,house,49,888,3
side,look,427,2970,1
street,house,297,888,2
tiny,tenement,58,3,1
tenement,inhabit,3,6,1
inhabit,work,6,382,1
kind,tailor,278,9,1
tailor,locksmith,9,1,1
locksmith,cook,1,43,1
german,sort,111,699,1
sort,girl,699,465,4
sort,pick,699,115,2
girl,pick,465,115,1
pick,living,115,92,1
petty,clerk,36,136,3
petty,etc,36,10,1
clerk,etc,136,10,1
courtyard,house,13,888,3
employ,building,17,26,1
man,glad,2546,236,1
glad,meet,236,508,2
glad,none,236,104,1
meet,none,508,104,1
unnoticed,door,10,750,1
door,right,750,927,2
staircase,dark,55,208,3
dark,narrow,208,42,3
inquisitive,eye,28,1211,6
somehow,pass,142,521,2
help,ask,383,1621,1
reach,storey,258,31,4
fourth,storey,47,31,8
progress,bar,32,19,1
bar,porter,19,87,1
porter,engage,87,60,1
engage,move,60,337,1
engage,furniture,60,34,1
move,furniture,337,34,1
flat,occupy,113,53,2
german,clerk,111,136,1
civil,service,26,186,3
german,move,111,337,1
fourth,floor,47,177,9
floor,staircase,177,55,2
old,woman,1356,1047,215
good,thing,1595,1295,56
ring,bell,107,88,26
flat,bell,113,88,1
bell,faint,88,89,1
faint,tinkle,89,7,1
flat,house,113,888,2
house,bell,888,88,1
bell,ring,88,107,11
forget,note,458,456,1
note,bell,456,88,1
peculiar,tinkle,99,7,1
peculiar,seem,99,1349,1
tinkle,seem,7,1349,2
tinkle,remind,7,74,1
seem,remind,1349,74,2
remind,something,74,1444,6
something,bring,1444,817,1
start,nerve,214,38,1
nerve,overstrain,38,3,1
open,crack,682,32,3
tiny,crack,58,32,4
old,eye,1356,1211,3
woman,eye,1047,1211,3
woman,visitor,1047,232,1
eye,visitor,1211,232,2
visitor,evident,232,96,1
visitor,distrust,232,10,1
evident,distrust,96,10,1
distrust,crack,10,32,1
crack,nothing,32,1567,1
little,eye,1465,1211,14
little,glitter,1465,26,1
eye,glitter,1211,26,10
glitter,darkness,26,73,1
grow,bolder,343,6,5
open,door,682,750,128
young,step,776,419,1
man,step,2546,419,4
step,dark,419,208,1
dark,entry,208,20,1
tiny,kitchen,58,66,2
old,stand,1356,1039,3
old,face,1356,1410,2
woman,stand,1047,1039,2
woman,face,1047,1410,6
stand,face,1039,1410,26
face,silence,1410,305,2
silence,look,305,2970,9
diminutive,wither,1,5,1
wither,woman,5,1047,1
old,sixty,1356,30,1
woman,sixty,1047,30,1
sharp,malignant,49,28,1
sharp,eye,49,1211,8
malignant,eye,28,1211,2
colourless,grizzle,3,4,1
grizzle,hair,4,166,1
grizzle,thickly,4,10,1
hair,thickly,166,10,1
hair,smear,166,12,1
thickly,smear,10,12,3
thickly,oil,10,12,1
smear,oil,12,12,1
wear,kerchief,214,11,1
round,thin,493,101,1
thin,neck,101,81,2
neck,look,81,2970,1
look,hen,2970,12,1
hen,leg,12,119,2
leg,knot,119,13,1
knot,sort,13,699,1
sort,rag,699,82,2
spite,heat,337,43,2
heat,hang,43,156,1
hang,flap,156,2,1
flap,shoulder,2,175,1
shoulder,mangy,175,3,1
mangy,fur,3,14,1
mangy,cape,3,7,1
fur,cape,14,7,1
fur,yellow,14,61,1
cape,yellow,7,61,1
yellow,age,61,157,1
old,cough,1356,56,1
woman,cough,1047,56,1
woman,groan,1047,41,1
cough,groan,56,41,1
groan,instant,41,178,1
man,look,2546,2970,24
peculiar,expression,99,318,1
gleam,mistrust,47,9,1
raskolnikov,student,782,114,2
young,haste,776,213,1
man,haste,2546,213,1
haste,mutter,213,297,1
half,bow,387,218,1
good,sir,1595,251,20
inquire,eye,139,1211,3
eye,face,1211,1410,13
errand,raskolnikov,11,782,1
raskolnikov,continue,782,234,4
little,surprise,1465,347,6
woman,mistrust,1047,9,1
old,pause,1356,109,1
woman,pause,1047,109,1
step,side,419,427,1
side,point,427,586,1
point,door,586,750,3
door,room,750,1129,6
visitor,pas,232,38,1
visitor,front,232,97,1
pas,front,38,97,1
little,room,1465,1129,18
young,walk,776,563,3
man,walk,2546,563,5
walk,yellow,563,61,1
yellow,paper,61,240,5
paper,wall,240,183,2
wall,geranium,183,3,1
geranium,muslin,3,3,1
geranium,curtain,3,39,1
muslin,curtain,3,39,1
curtain,window,39,340,1
sun,shine,76,15,1
chance,raskolnikov,126,782,1
raskolnikov,mind,782,851,3
rapid,glance,61,252,10
glance,everything,252,811,1
scan,everything,30,811,1
everything,room,811,1129,2
room,try,1129,630,2
possible,notice,290,475,1
special,room,167,1129,1
room,furniture,1129,34,1
old,yellow,1356,61,2
yellow,wood,61,48,2
yellow,consist,61,47,1
wood,consist,48,47,1
consist,sofa,47,258,1
huge,bent,49,37,1
huge,wooden,49,50,1
bent,wooden,37,50,1
oval,table,6,520,1
oval,front,6,97,1
table,front,520,97,6
front,sofa,97,258,5
window,chair,340,362,1
chair,wall,362,183,3
print,yellow,38,61,1
print,frame,38,25,1
yellow,frame,61,25,1
yellow,represent,61,25,1
frame,represent,25,25,1
represent,damsel,25,3,1
german,damsel,111,3,1
german,bird,111,46,1
damsel,bird,3,46,1
bird,hand,46,1662,1
corner,light,304,346,1
light,burn,346,110,2
small,ikon,185,54,1
small,everything,185,811,1
ikon,everything,54,811,1
everything,clean,811,67,1
clean,floor,67,177,1
floor,furniture,177,34,1
polish,everything,31,811,1
polish,shone,31,15,1
everything,shone,811,15,1
shone,lizaveta,15,159,1
lizaveta,work,159,382,1
work,think,382,2317,1
think,man,2317,2546,14
speck,dust,3,27,2
house,spiteful,888,64,1
spiteful,widow,64,92,1
old,widow,1356,92,2
cleanliness,raskolnikov,4,782,1
raskolnikov,think,782,2317,10
steal,glance,119,252,6
curious,glance,89,252,1
glance,cotton,252,20,1
cotton,curtain,20,39,2
curtain,door,39,750,1
door,lead,750,267,10
tiny,room,58,1129,5
stand,woman,1039,1047,2
woman,bed,1047,299,2
bed,chest,299,71,1
chest,drawer,71,35,16
stand,front,1039,97,7
look,straight,2970,290,44
straight,face,290,1410,27
bring,something,817,1444,6
bring,pawn,817,24,1
something,pawn,1444,24,1
flat,silver,113,42,1
flat,watch,113,300,1
silver,watch,42,300,9
globe,chain,5,32,1
chain,steel,32,9,1
last,pledge,1586,37,1
pledge,month,37,356,1
bring,interest,817,272,2
interest,month,272,356,1
month,wait,356,639,1
sir,wait,251,639,1
wait,sell,639,98,1
sell,pledge,98,37,1
watch,alyona,300,18,1
watch,ivanovna,300,635,1
alyona,ivanovna,18,635,15
worth,anything,173,796,1
rouble,time,543,2625,5
last,time,1586,2625,86
time,ring,2625,107,1
new,jeweler,511,1,1
rouble,half,543,387,6
half,interest,387,272,1
interest,advance,272,46,1
half,cry,387,1704,2
cry,man,1704,2546,10
man,please,2546,294,1
old,hand,1356,1662,2
woman,hand,1047,1662,2
fumble,pocket,10,235,2
pocket,key,235,54,1
key,disappear,54,69,1
disappear,curtain,69,39,2
man,stand,2546,1039,19
middle,room,123,1129,42
room,listen,1129,702,5
listen,think,702,2317,2
hear,unlock,1132,7,1
unlock,chest,7,71,1
top,drawer,81,35,2
carry,key,332,54,1
key,pocket,54,235,4
pocket,right,235,927,2
bunch,steel,8,9,2
steel,ring,9,107,3
deep,notch,122,5,2
key,chest,54,71,3
rouble,month,543,356,6
fifteen,copeck,142,56,4
half,month,387,356,1
month,advance,356,46,3
rouble,lend,543,35,1
owe,twenty,90,188,1
twenty,copeck,188,56,12
rouble,fifteen,543,142,2
rouble,copeck,543,56,10
copeck,watch,56,300,1
man,dispute,2546,49,1
money,look,993,2970,3
something,want,1444,1315,8
valuable,thing,21,1295,1
valuable,silver,21,42,1
thing,silver,1295,42,1
break,confusion,397,91,2
oh,nothing,1118,1567,8
alyona,raskolnikov,18,782,1
complete,confusion,152,91,1
confusion,confusion,91,91,2
confusion,become,91,598,2
strike,thought,344,549,4
street,cry,297,1704,1
oh,god,1118,803,25
god,loathsome,803,44,1
atrocious,thing,3,1295,1
head,filthy,804,36,1
filthy,thing,36,1295,3
filthy,heart,36,897,1
thing,heart,1295,897,5
loathsome,loathsome,44,44,2
whole,month,889,356,17
word,exclamation,1439,63,1
exclamation,express,63,205,2
express,agitation,205,78,1
intense,repulsion,79,23,2
begin,oppress,1745,19,2
oppress,torture,19,104,1
torture,heart,104,897,2
reach,pitch,258,34,4
definite,form,43,195,1
escape,wretchedness,139,5,1
wretchedness,walk,5,563,1
walk,pavement,563,42,2
pavement,drunken,42,90,1
next,street,356,297,3
next,look,356,2970,3
street,look,297,2970,3
street,round,297,493,1
look,round,2970,493,84
round,notice,493,475,3
tavern,enter,103,276,1
enter,step,276,419,1
enter,lead,276,267,2
step,lead,419,267,5
lead,pavement,267,42,1
pavement,basement,42,4,1
instant,drunken,178,90,1
door,abuse,750,84,1
abuse,support,84,61,1
mount,step,41,419,6
step,stop,419,411,1
stop,think,411,2317,2
think,raskolnikov,2317,782,16
till,moment,389,1301,24
felt,giddy,657,14,3
giddy,torment,14,101,1
torment,burning,101,24,1
burning,thirst,24,43,1
drink,cold,329,167,2
drink,beer,329,16,1
cold,beer,167,16,1
beer,attribute,16,25,1
attribute,weakness,25,52,1
sudden,weakness,239,52,1
weakness,want,52,1315,1
want,food,1315,34,1
food,sit,34,1134,1
sticky,table,8,520,2
little,table,1465,520,13
table,dark,520,208,1
dark,dirty,208,68,2
dark,corner,208,304,6
dirty,corner,68,304,3
dirty,order,68,367,1
corner,order,304,367,1
order,beer,367,16,1
thought,become,549,598,1
physical,derangement,30,5,1
glass,beer,159,16,1
beer,piece,16,159,1
piece,dry,159,50,1
piece,bread,159,98,9
dry,bread,50,98,1
moment,brain,1301,127,1
strong,mind,176,851,3
firm,phew,53,4,1
scornful,reflection,10,48,1
look,cheerful,2970,42,4
terrible,burden,241,44,2
gaze,round,289,493,1
happy,frame,208,25,1
happy,mind,208,851,2
frame,mind,25,851,8
time,tavern,2625,103,1
meet,step,508,419,1
step,group,419,73,2
group,consist,73,47,1
girl,concertina,465,2,1
time,departure,2625,63,1
departure,room,63,1129,1
empty,person,100,382,1
tavern,man,103,2546,3
artisan,drunk,7,203,1
sit,pot,1134,15,1
pot,beer,15,16,1
huge,stout,49,31,1
huge,man,49,2546,1
stout,man,31,2546,6
man,grey,2546,40,2
grey,beard,40,61,5
short,coat,273,154,1
drop,asleep,255,134,7
asleep,bench,134,75,3
sleep,crack,222,32,1
crack,finger,32,192,1
upper,part,31,524,4
part,body,524,99,2
body,bound,99,58,1
hum,meaningless,7,5,1
hum,refrain,7,35,1
meaningless,refrain,5,35,1
meaningless,try,5,630,1
refrain,try,35,630,1
try,recall,630,121,4
recall,line,121,129,1
wife,year,408,871,1
year,love,871,1234,3
love,wife,1234,408,3
row,meet,50,508,1
share,enjoyment,60,54,1
enjoyment,silent,54,291,1
silent,companion,291,55,1
silent,look,291,2970,8
companion,look,55,2970,2
look,hostility,2970,9,1
positive,hostility,62,9,1
positive,mistrust,62,9,1
hostility,mistrust,9,9,1
man,room,2546,1129,2
room,look,1129,2970,17
government,clerk,77,136,8
sip,pot,15,15,1
pot,look,15,2970,1
pot,round,15,493,1
round,company,493,150,3
agitation,chapter,78,172,1
agitation,ii,78,56,1
chapter,ii,172,56,22
chapter,raskolnikov,172,782,6
ii,raskolnikov,56,782,1
raskolnikov,use,782,663,1
use,crowd,663,230,2
avoid,society,111,245,2
society,sort,245,699,1
felt,desire,657,235,9
something,seem,1444,1349,22
new,seem,511,1349,3
felt,sort,657,699,2
sort,thirst,699,43,1
thirst,company,43,150,1
month,wretchedness,356,5,1
wretchedness,gloomy,5,102,1
wretchedness,excitement,5,159,1
gloomy,excitement,102,159,1
spite,filthiness,337,3,1
glad,stay,236,341,1
stay,tavern,341,103,1
tavern,master,103,130,1
master,establishment,130,21,1
main,room,12,1129,1
room,jaunty,1129,9,1
jaunty,tar,9,3,1
jaunty,boot,9,77,1
tar,boot,3,77,2
red,top,159,81,1
top,view,81,164,1
view,time,164,2625,1
time,rest,2625,310,3
rest,person,310,382,1
person,wear,382,214,1
wear,coat,214,154,11
full,coat,302,154,3
greasy,satin,10,3,1
greasy,waistcoat,10,32,1
black,satin,139,3,1
black,waistcoat,139,32,2
satin,waistcoat,3,32,1
whole,face,889,1410,10
whole,seem,889,1349,5
face,seem,1410,1349,15
seem,oil,1349,12,1
oil,iron,12,26,1
iron,lock,26,121,1
counter,stand,6,1039,1
counter,boy,6,461,1
stand,boy,1039,461,1
boy,fourteen,461,26,1
young,hand,776,1662,1
hand,want,1662,1315,1
counter,lay,6,414,1
lay,cucumber,414,3,1
cucumber,piece,3,159,1
black,bread,139,98,6
fish,chop,36,5,1
small,smell,185,30,1
heavy,fume,60,14,1
fume,spirit,14,146,1
spirit,minute,146,677,1
man,drunk,2546,203,5
chance,meeting,126,138,2
chance,stranger,126,55,1
meeting,stranger,138,55,1
stranger,interest,55,272,1
word,speak,1439,1198,12
impression,raskolnikov,178,782,1
raskolnikov,person,782,382,1
person,sit,382,1134,2
sit,distance,1134,96,1
little,distance,1465,96,7
young,recall,776,121,1
man,recall,2546,121,1
recall,impression,121,178,1
ascribe,presentiment,12,43,1
presentiment,look,43,2970,1
doubt,latter,343,312,1
latter,star,312,193,1
anxious,enter,181,276,1
enter,conversation,276,294,5
person,room,382,1129,3
room,include,1129,29,1
clerk,look,136,2970,8
use,company,663,150,1
show,shade,660,24,1
shade,condescend,24,18,1
shade,contempt,24,125,2
condescend,contempt,18,125,1
person,station,382,77,1
station,culture,77,28,1
station,inferior,77,12,1
culture,inferior,28,12,1
man,fifty,2546,102,6
fifty,bald,102,5,1
bald,grizzle,5,4,1
grizzle,medium,4,7,1
medium,height,7,35,6
build,face,68,1410,1
face,bloat,1410,3,1
bloat,drinking,3,35,1
continual,drinking,43,35,1
yellow,greenish,61,5,1
greenish,tinge,5,11,1
tinge,swollen,11,11,1
swollen,eyelid,11,3,1
keen,reddish,34,10,1
keen,eye,34,1211,4
keen,gleam,34,47,1
reddish,eye,10,1211,1
reddish,gleam,10,47,1
eye,gleam,1211,47,11
gleam,chink,47,2,1
little,chink,1465,2,1
something,strange,1444,548,20
light,eye,346,1211,8
think,intelligence,2317,50,1
gleam,something,47,1444,3
something,madness,1444,35,1
black,dress,139,285,6
black,coat,139,154,2
dress,coat,285,154,5
button,miss,17,64,1
last,trace,1586,74,2
last,respectability,1586,3,1
trace,respectability,74,3,1
shirt,front,47,97,1
shirt,cover,47,153,1
front,cover,97,153,1
cover,spot,153,126,1
spot,stain,126,37,1
stain,protrude,37,3,1
protrude,canvas,3,3,1
canvas,waistcoat,3,32,1
clerk,wear,136,214,3
wear,beard,214,61,4
beard,moustache,61,13,1
chin,look,25,2970,1
look,stiff,2970,11,2
stiff,greyish,11,4,1
stiff,brush,11,23,1
greyish,brush,4,23,1
official,manner,113,155,1
restless,ruffle,15,5,1
ruffle,hair,5,166,3
hair,time,166,2625,1
time,head,2625,804,3
head,drop,804,255,2
drop,hand,255,1662,4
hand,rest,1662,310,2
rest,elbow,310,55,3
elbow,stain,55,37,1
stain,sticky,37,8,1
stain,table,37,520,1
last,look,1586,2970,17
last,straight,1586,290,1
look,raskolnikov,2970,782,15
straight,raskolnikov,290,782,2
venture,honour,80,216,1
venture,sir,80,251,1
honour,sir,216,251,15
sir,engage,251,60,1
engage,polite,60,34,1
polite,conversation,34,294,1
exterior,command,4,55,1
command,respect,55,257,1
respect,experience,257,62,1
man,education,2546,80,5
education,accustom,80,24,1
accustom,drinking,24,35,1
respect,education,257,80,1
education,conjunction,80,2,1
conjunction,genuine,2,54,1
conjunction,sentiment,2,29,1
genuine,sentiment,54,29,1
titular,counsellor,2,6,2
titular,rank,2,71,1
counsellor,rank,6,71,1
rank,marmeladov,71,41,1
name,titular,335,2,1
name,counsellor,335,6,1
bold,inquire,35,139,1
study,answer,129,818,1
answer,man,818,2546,3
man,surprise,2546,347,1
surprise,grandiloquent,347,1,1
grandiloquent,style,1,70,1
style,speaker,70,29,1
address,spite,262,337,1
spite,momentary,337,14,1
momentary,desire,14,235,1
feel,company,533,150,1
company,sort,150,699,1
speak,felt,1198,657,1
irritable,aversion,58,23,1
uneasy,aversion,112,23,1
aversion,stranger,23,55,1
stranger,approach,55,156,1
approach,attempt,156,106,1
attempt,approach,106,156,1
student,cry,114,1704,1
cry,clerk,1704,136,3
man,experience,2546,62,1
experience,immense,62,42,1
experience,experience,62,62,1
immense,experience,42,62,1
immense,sir,42,251,1
experience,sir,62,251,1
tap,forehead,28,70,1
forehead,finger,70,192,2
student,attend,114,26,1
attend,institution,26,33,1
jug,glass,11,159,1
glass,sit,159,1134,1
sit,beside,1134,231,49
beside,man,231,2546,1
young,face,776,1410,3
man,face,2546,1410,18
drunk,speak,203,1198,1
thread,sentence,36,88,1
sentence,drawl,88,23,1
drawl,word,23,1439,5
word,pounce,1439,27,1
pounce,raskolnikov,27,782,2
speak,soul,1198,341,1
soul,month,341,356,2
month,honour,356,216,1
begin,solemnity,1745,11,1
solemnity,poverty,11,54,1
truer,beggary,4,7,1
beggary,sir,7,251,1
sir,beggary,251,7,1
beggary,vice,7,41,1
vice,poverty,41,54,1
retain,innate,15,5,1
retain,nobility,15,23,1
innate,nobility,5,23,1
innate,soul,5,341,1
nobility,soul,23,341,2
beggary,man,7,2546,1
man,chase,2546,9,1
chase,human,9,100,1
human,society,100,245,3
society,stick,245,84,1
forasmuch,beggary,3,7,1
humiliate,hence,52,8,1
sir,month,251,356,1
month,lebeziatnikov,356,76,1
lebeziatnikov,wife,76,408,2
wife,beating,408,29,1
ask,question,1621,897,109
question,simple,897,120,1
simple,curiosity,120,157,4
spend,night,216,587,24
night,hay,587,29,2
hay,barge,29,3,2
answer,raskolnikov,818,782,17
fifth,night,17,587,1
fill,glass,104,159,8
empty,pause,100,109,1
pause,bit,109,158,1
bit,hay,158,29,1
hay,fact,29,885,1
stick,hair,84,166,1
hair,seem,166,1349,2
undressed,wash,6,48,1
last,day,1586,1711,62
day,hand,1711,1662,2
black,nail,139,35,1
nail,conversation,35,294,1
conversation,seem,294,1349,2
conversation,excite,294,111,1
seem,excite,1349,111,3
general,languid,935,1,1
general,interest,935,272,2
languid,interest,1,272,1
interest,boy,272,461,1
boy,counter,461,6,2
counter,snigger,6,13,1
snigger,innkeeper,13,9,1
upper,room,31,1129,1
purpose,listen,224,702,2
funny,fellow,51,375,3
fellow,sit,375,1134,1
little,yawn,1465,11,1
distance,yawn,96,11,1
dignity,marmeladov,121,41,1
familiar,figure,56,123,2
likely,weakness,163,52,1
weakness,speech,52,113,1
speech,habit,113,86,1
habit,enter,86,276,1
conversation,stranger,294,55,2
stranger,sort,55,699,1
sort,tavern,699,103,1
tavern,habit,103,86,1
necessity,drunkard,34,32,1
order,home,367,469,1
home,hence,469,8,1
hence,company,8,150,1
company,drinker,150,1,1
drinker,try,1,630,1
try,justify,630,43,2
possible,consideration,290,44,1
consideration,funny,44,51,1
fellow,pronounce,375,79,1
pronounce,innkeeper,79,9,1
duty,honour,150,216,1
duty,sir,150,251,1
sir,marmeladov,251,41,2
put,question,1071,897,26
heart,ache,897,58,11
heart,think,897,2317,2
ache,think,58,2317,1
think,useless,2317,32,1
useless,worm,32,13,1
lebeziatnikov,beat,76,201,1
beat,wife,201,408,2
lay,drunk,414,203,1
suffer,excuse,221,195,1
full,sense,302,168,2
instance,beforehand,223,109,1
beforehand,certainty,109,25,2
positive,certainty,62,25,1
certainty,man,25,2546,1
reputable,citizen,1,22,1
exemplary,citizen,2,22,1
consideration,money,44,993,1
modern,idea,28,798,3
modern,explain,28,378,1
idea,explain,798,378,1
explain,day,378,1711,1
day,compassion,1711,35,1
compassion,forbidden,35,16,1
forbidden,science,16,71,1
political,economy,35,6,1
beforehand,win,109,639,1
put,raskolnikov,1071,782,1
yellow,ticket,61,32,3
daughter,yellow,243,61,1
yellow,passport,61,22,2
parenthesis,look,13,2970,1
certain,uneasiness,460,47,3
matter,sir,609,251,1
sir,matter,251,609,1
apparent,composure,48,39,3
counter,guffaw,6,14,1
innkeeper,smile,9,734,1
head,everyone,804,177,2
everyone,everything,177,811,2
behold,man,32,2546,1
man,excuse,2546,195,1
man,answer,2546,818,7
answer,word,818,1439,6
orator,begin,19,1745,1
increase,dignity,70,121,1
dignity,wait,121,639,3
wait,laughter,639,148,1
laughter,room,148,1129,1
room,subside,1129,19,1
semblance,beast,9,60,1
beast,katerina,60,427,1
katerina,ivanovna,427,635,410
ivanovna,spouse,635,7,1
person,education,382,80,1
education,officer,80,165,1
officer,daughter,165,243,1
daughter,grant,243,38,1
grant,grant,38,38,2
noble,heart,114,897,7
full,sentiment,302,29,1
sentiment,refine,29,11,1
refine,education,11,80,1
honour,honour,216,216,3
sir,honour,251,216,3
sir,sir,251,251,3
place,feel,704,533,1
pull,hair,250,166,8
hair,man,166,2546,1
declare,dignity,226,121,2
dignity,hear,121,1132,1
use,talk,663,1065,15
talk,use,1065,663,1
beast,nature,60,225,1
assent,innkeeper,46,9,1
innkeeper,marmeladov,9,41,1
marmeladov,strike,41,344,2
marmeladov,fist,41,82,1
strike,fist,344,82,3
order,thing,367,1295,9
sell,drink,98,329,2
drink,mohair,329,1,1
mohair,shawl,1,39,1
